year,week,avgAdultFemaleLice,avgMobileLice,avgStationaryLice,seaTemperature,hasTreatment,aboveThreshold,lon_api,lat_api
2025,14,,,,,False,False,7.675883,63.093033
2025,15,,,,,False,False,7.675883,63.093033
2025,16,,,,,False,False,7.675883,63.093033
2025,17,,,,,False,False,7.675883,63.093033
2025,18,,,,,False,False,7.675883,63.093033
2025,19,,,,,False,False,7.675883,63.093033
2025,20,,,,,False,False,7.675883,63.093033
2025,21,,,,,False,False,7.675883,63.093033
2025,22,,,,,False,False,7.675883,63.093033
2025,23,,,,,False,False,7.675883,63.093033
2025,24,,,,,False,False,7.675883,63.093033
2025,25,,,,,False,False,7.675883,63.093033
2025,26,,,,,False,False,7.675883,63.093033
2025,27,,,,,False,False,7.675883,63.093033
2025,28,,,,,False,False,7.675883,63.093033
2025,29,,,,,False,False,7.675883,63.093033
2025,30,,,,,False,False,7.675883,63.093033
2025,31,,,,,False,False,7.675883,63.093033
2025,32,,,,,False,False,7.675883,63.093033
2025,33,,,,,False,False,7.675883,63.093033
2025,34,,,,,False,False,7.675883,63.093033
2025,35,,,,,False,False,7.675883,63.093033
2025,36,,,,,False,False,7.675883,63.093033
2025,37,,,,,False,False,7.675883,63.093033
2025,38,,,,,False,False,7.675883,63.093033
2025,39,,,,,False,False,7.675883,63.093033
2025,40,,,,,False,False,7.675883,63.093033
2025,41,,,,,False,False,7.675883,63.093033
2025,42,,,,,False,False,7.675883,63.093033
2025,43,,,,,False,False,7.675883,63.093033
2025,44,,,,,False,False,7.675883,63.093033
2025,45,,,,,False,False,7.675883,63.093033
2025,46,,,,,False,False,7.675883,63.093033
2025,47,,,,,False,False,7.675883,63.093033
2025,48,,,,,False,False,7.675883,63.093033
2025,49,,,,,False,False,7.675883,63.093033
2025,50,,,,,False,False,7.675883,63.093033
2025,51,,,,,False,False,7.675883,63.093033
2025,52,,,,,False,False,7.675883,63.093033
2026,1,,,,,False,False,7.675883,63.093033
2026,2,,,,,False,False,7.675883,63.093033
2026,3,,,,,False,False,7.675883,63.093033
2026,4,,,,,False,False,7.675883,63.093033
2026,5,,,,,False,False,7.675883,63.093033
2026,6,,,,,False,False,7.675883,63.093033
2026,7,,,,,False,False,7.675883,63.093033
2026,8,,,,,False,False,7.675883,63.093033
2026,9,,,,,False,False,7.675883,63.093033
2026,10,,,,,False,False,7.675883,63.093033
2026,11,,,,,False,False,7.675883,63.093033
2026,12,,,,,False,False,7.675883,63.093033
2026,13,,,,,False,False,7.675883,63.093033
