time_s,net_1_conc_rel,net_1_risk_conc_rel,net_1_inside_count,net_1_mean_infectivity,net_2_conc_rel,net_2_risk_conc_rel,net_2_inside_count,net_2_mean_infectivity,net_3_conc_rel,net_3_risk_conc_rel,net_3_inside_count,net_3_mean_infectivity
520.0,0.1662597422800663,0.1662597422800663,6,0.9993374711762537,0.13854696590284102,0.13854696590284102,5,0.9993171357953289,0.0,0.0,0,
530.0,0.16625699901695065,0.16625699901695065,6,0.9993209822440132,0.16625974240076022,0.16625974240076022,6,0.9993374719017086,0.0,0.0,0,
540.0,0.22167889455999462,0.22167889455999462,8,0.9993340369021475,0.19396657513049978,0.19396657513049978,7,0.9993213752273247,0.0,0.0,0,
550.0,0.22168026630093626,0.22168026630093626,8,0.9993402207448427,0.22167889472595,0.22167889472595,8,0.9993340376502787,0.0,0.0,0,
560.0,0.19396886138552658,0.19396886138552658,7,0.999333154078995,0.22167523705436296,0.22167523705436296,8,0.9993175487746911,0.0,0.0,0,
570.0,0.138553366633847,0.138553366633847,5,0.9993633032457254,0.24938206986707986,0.24938206986707986,9,0.9993072431523403,0.0,0.0,0,
580.0,0.1108419617335328,0.1108419617335328,4,0.999356707341814,0.27708981722405235,0.27708981722405235,10,0.9993022968852797,0.0,0.0,0,
590.0,0.11084241895285274,0.11084241895285274,4,0.9993608296542212,0.24937612649116156,0.24937612649116156,9,0.9992834272516737,0.0,0.0,0,
600.0,0.13855016606088552,0.13855016606088552,5,0.9993402180241621,0.2216747794578585,0.2216747794578585,8,0.9993154859181301,0.0,0.0,0,
610.0,0.16625882765282265,0.16625882765282265,6,0.9993319736260701,0.22167112185417273,0.22167112185417273,8,0.9992989973486436,0.0,0.0,0,
620.0,0.13854559398084523,0.13854559398084523,5,0.999307240341102,0.27709256033631996,0.27709256033631996,10,0.9993121897006028,0.0,0.0,0,
630.0,0.1662615713082347,0.1662615713082347,6,0.9993484649162864,0.2493811554661733,0.2493811554661733,9,0.9993035790258469,0.0,0.0,0,
640.0,0.16626248573932603,0.16626248573932603,6,0.9993539612874575,0.24937338359014397,0.24937338359014397,9,0.9992724360811552,0.0,0.0,0,
650.0,0.16626202845210397,0.16626202845210397,6,0.9993512126710468,0.19396383214649815,0.19396383214649815,7,0.9993072432948364,0.0,0.0,0,
660.0,0.13854925194663376,0.13854925194663376,5,0.9993336246640698,0.16625288454847917,0.16625288454847917,6,0.9992962514074252,0.0,0.0,0,
670.0,0.13854696590283655,0.13854696590283655,5,0.9993171357952964,0.22166289432025355,0.22166289432025355,8,0.9992619074186277,0.0,0.0,0,
680.0,0.16625608478198425,0.16625608478198425,6,0.9993154870516906,0.22167157979766683,0.22167157979766683,8,0.9993010617694426,0.0,0.0,0,
690.0,0.19396520370639517,0.19396520370639517,7,0.9993143096108836,0.30480167969822086,0.30480167969822086,11,0.9993117416136176,0.0,0.0,0,
700.0,0.16625699901694319,0.16625699901694319,6,0.9993209822439684,0.3047966505119967,0.3047966505119967,11,0.9992952531059114,0.0,0.0,0,
710.0,0.16625882765282265,0.16625882765282265,6,0.9993319736260701,0.24938389829174468,0.24938389829174468,9,0.9993145698940425,0.0,0.0,0,
720.0,0.138546965616173,0.138546965616173,5,0.999317133727638,0.24938389832946126,0.24938389832946126,9,0.9993145700451778,0.0,0.0,0,
730.0,0.11083556082147468,0.11083556082147468,4,0.9992989963964433,0.24938572698797512,0.24938572698797512,9,0.9993218977239445,0.0,0.0,0,
740.0,0.1108378468878997,0.1108378468878997,4,0.9993196076864236,0.30480579367637056,0.30480579367637056,11,0.9993252295532963,0.0,0.0,0,
750.0,0.1662565417070998,0.1662565417070998,6,0.9993182334915877,0.33251628421347845,0.33251628421347845,12,0.9993278530140683,0.0,0.0,0,
760.0,0.19397023264366578,0.19397023264366578,7,0.9993402188403777,0.30480396485943223,0.30480396485943223,11,0.9993192336603552,0.0,0.0,0,
770.0,0.19396703216123123,0.19396703216123123,7,0.9993237298628012,0.3048007645580486,0.3048007645580486,11,0.9993087412682118,0.0,0.0,0,
780.0,0.22167889431104112,0.22167889431104112,8,0.9993340357798589,0.33250759751410247,0.33250759751410247,12,0.9993017464410995,0.0,0.0,0,
790.0,0.1662583705542076,0.1662583705542076,6,0.9993292261433194,0.3047975640228111,0.3047975640228111,11,0.9992982481093634,0.0,0.0,0,
800.0,0.22167980886284705,0.22167980886284705,8,0.9993381586024217,0.30479253490449504,0.30479253490449504,11,0.9992817598242986,0.0,0.0,0,
810.0,0.24938572716903398,0.24938572716903398,9,0.9993218984494716,0.27708067298853856,0.27708067298853856,10,0.9992693189301758,0.0,0.0,0,
820.0,0.24938755628772785,0.24938755628772785,9,0.9993292279722409,0.2770802159653486,0.2770802159653486,10,0.9992676707125397,0.0,0.0,0,
830.0,0.22167523706946735,0.22167523706946735,8,0.9993175488427822,0.304787049064728,0.304787049064728,11,0.9992637741488347,0.0,0.0,0,
840.0,0.22167157945823107,0.22167157945823107,8,0.9993010602392576,0.33249936826789106,0.33249936826789106,12,0.9992770146750513,0.0,0.0,0,
850.0,0.24937932679257038,0.24937932679257038,9,0.9992962512866167,0.2770820447445598,0.2770820447445598,10,0.999274266058715,0.0,0.0,0,
860.0,0.2216724939345769,0.2216724939345769,8,0.9993051827216443,0.24936926852574642,0.24936926852574642,9,0.9992559464688079,0.0,0.0,0,
870.0,0.16625379878345425,0.16625379878345425,6,0.9993017465998003,0.2216670073555417,0.2216670073555417,8,0.9992804490852425,0.0,0.0,0,
880.0,0.13855199510413774,0.13855199510413774,5,0.999353410620998,0.249380241110502,0.249380241110502,9,0.9992999150806177,0.0,0.0,0,
890.0,0.1662629428756607,0.1662629428756607,6,0.9993567089969294,0.27708844540768596,0.27708844540768596,10,0.9992973495391102,0.0,0.0,0,
900.0,0.19397114721055275,0.19397114721055275,7,0.9993449307152901,0.24938344127610498,0.24938344127610498,9,0.9993127385713686,0.0,0.0,0,
910.0,0.1385529094296151,0.1385529094296151,5,0.9993600055046269,0.24937932648327105,0.24937932648327105,9,0.9992962500472129,0.0,0.0,0,
920.0,0.1662611137494229,0.1662611137494229,6,0.999345714667431,0.2770793017982685,0.2770793017982685,10,0.9992643738419726,0.0,0.0,0,
930.0,0.11084059006802835,0.11084059006802835,4,0.9993443403365692,0.22167386523800026,0.22167386523800026,8,0.999311364591996,0.0,0.0,0,
940.0,0.13855108059005605,0.13855108059005605,5,0.9993468143769968,0.2493811553002161,0.2493811553002161,9,0.9993035783608344,0.0,0.0,0,
950.0,0.16625974216690356,0.16625974216690356,6,0.9993374704960664,0.22167340798094995,0.22167340798094995,8,0.999309303265703,0.0,0.0,0,
960.0,0.1385487944934521,0.1385487944934521,5,0.9993303251273365,0.2216697503998934,0.2216697503998934,8,0.9992928147982294,0.0,0.0,0,
970.0,0.0831273564639445,0.0831273564639445,3,0.9993072412479643,0.1939583457485211,0.1939583457485211,7,0.9992789772146222,0.0,0.0,0,
980.0,0.05542143816530098,0.05542143816530098,2,0.9993649533950351,0.16625059830102393,0.16625059830102393,6,0.99928250945932,0.0,0.0,0,
990.0,0.055420523719115454,0.055420523719115454,2,0.9993484640093417,0.19396063161126517,0.19396063161126517,7,0.9992907540452408,0.0,0.0,0,
1000.0,0.05541960928801816,0.05541960928801816,2,0.9993319748957212,0.19395971738384657,0.19395971738384657,7,0.9992860439192792,0.0,0.0,0,
1010.0,0.11084241913391009,0.11084241913391009,4,0.9993608312866435,0.19396063177721612,0.19396063177721612,7,0.999290754900225,0.0,0.0,0,
1020.0,0.13855062345371577,0.13855062345371577,5,0.99934351712559,0.16624785546033735,0.16624785546033735,6,0.999266023066174,0.0,0.0,0,
1030.0,0.1385483373872889,0.1385483373872889,5,0.9993270280935922,0.22167432268360368,0.22167432268360368,8,0.9993134267682913,0.0,0.0,0,
1040.0,0.193969775620483,0.193969775620483,7,0.9993378642437919,0.2216747800613377,0.2216747800613377,8,0.9993154886386296,0.0,0.0,0,
1050.0,0.19396886139307687,0.19396886139307687,7,0.9993331541178944,0.19396794663759076,0.19396794663759076,7,0.9993284412713137,0.0,0.0,0,
1060.0,0.19396566093326775,0.19396566093326775,7,0.9993166652568851,0.19396474619287496,0.19396474619287496,7,0.9993119524880656,0.0,0.0,0,
1070.0,0.22167386541149126,0.22167386541149126,8,0.9993113653740979,0.24938389842754108,0.24938389842754108,9,0.9993145704381967,0.0,0.0,0,
1080.0,0.1939652037591941,0.1939652037591941,7,0.9993143098829053,0.2770907312779813,0.2770907312779813,10,0.9993055933477762,0.0,0.0,0,
1090.0,0.1939706899535154,0.1939706899535154,7,0.9993425749138789,0.3325185707325446,0.3325185707325446,12,0.999334724804407,0.0,0.0,0,
1100.0,0.16625974221216902,0.16625974221216902,6,0.9993374707681436,0.33251308422139136,0.33251308422139136,12,0.9993182359174814,0.0,0.0,0,
1110.0,0.16625699894905452,0.16625699894905452,6,0.99932098183591,0.30480167938141345,0.30480167938141345,11,0.9993117405749441,0.0,0.0,0,
1120.0,0.13854970905279645,0.13854970905279645,5,0.9993369216978106,0.30480305100164895,0.30480305100164895,11,0.9993162375193433,0.027709118788625243,0.027709118788625243,1,0.9993072400690406
1130.0,0.08313101412797969,0.08313101412797969,3,0.9993512114920803,0.22167477951820497,0.22167477951820497,8,0.9993154861901736,0.027708661591937116,0.027708661591937116,1,0.9992907516356094
1140.0,0.08312964247756273,0.08312964247756273,3,0.9993347223331265,0.22167157914892663,0.22167157914892663,8,0.9993010588449054,0.027708204402792667,0.027708204402792667,1,0.9992742634742351
1150.0,0.13855153786218163,0.13855153786218163,5,0.9993501126078014,0.22166792159804555,0.22166792159804555,8,0.9992845705134635,0.02770774722119178,0.02770774722119178,1,0.9992577755849132
1160.0,0.08313238574067564,0.08313238574067564,3,0.9993677001975744,0.22166426410751358,0.22166426410751358,8,0.999268082454077,0.02770729004713433,0.02770729004713433,1,0.9992412879676393
1170.0,0.08313101406762723,0.08313101406762723,3,0.9993512107665592,0.24937932641538724,0.24937932641538724,9,0.9992962497751934,0.05541640887347737,0.05541640887347737,2,0.9992742646984709
1180.0,0.08312964241721126,0.08312964241721126,3,0.9993347216076175,0.22167066473292257,0.22167066473292257,8,0.9992969366345408,0.027709118788625243,0.027709118788625243,1,0.9993072400690406
1190.0,0.16626202822578415,0.16626202822578415,6,0.999351211310706,0.2493774976210822,0.2493774976210822,9,0.9992889215522934,0.027708661591937116,0.027708661591937116,1,0.9992907516356094
1200.0,0.1662592849249507,0.1662592849249507,6,0.9993347221517553,0.2770793024921985,0.2770793024921985,10,0.9992643763445758,0.027708204402792667,0.027708204402792667,1,0.9992742634742351
