time_s,net_1_conc_rel,net_1_risk_conc_rel,net_1_inside_count,net_1_mean_infectivity,net_2_conc_rel,net_2_risk_conc_rel,net_2_inside_count,net_2_mean_infectivity,net_3_conc_rel,net_3_risk_conc_rel,net_3_inside_count,net_3_mean_infectivity
980.0,0.1452901040888086,0.1452901040888086,5,0.9991456661530274,0.2614661932251701,0.2614661932251701,9,0.9989317405294861,0.0,0.0,0,
990.0,0.14529010400178763,0.14529010400178763,5,0.9991456655545928,0.2905135716778192,0.2905135716778192,10,0.9989165398460489,0.0,0.0,0,
1000.0,0.14528770673484911,0.14528770673484911,5,0.999129179787119,0.31957197510154,0.31957197510154,11,0.9989385654845531,0.0,0.0,0,
1010.0,0.11623217921520407,0.11623217921520407,4,0.9991464909011188,0.2905159682566093,0.2905159682566093,10,0.9989247803636214,0.0,0.0,0,
1020.0,0.08717377472366034,0.08717377472366034,3,0.9991423683394395,0.34861599830119233,0.34861599830119233,12,0.998915715442607,0.0,0.0,0,
1030.0,0.08717233636824386,0.08717233636824386,3,0.9991258826263695,0.3486116842632344,0.3486116842632344,12,0.9989033541042458,0.0,0.0,0,
1040.0,0.08717089803656006,0.08717089803656006,3,0.9991093971853114,0.3195590327108582,0.3195590327108582,11,0.998898109330106,0.0,0.0,0,
1050.0,0.08716945972860853,0.08716945972860853,3,0.9990929120162608,0.3776581040258481,0.3776581040258481,13,0.9988913091433549,0.0,0.0,0,
1060.0,0.08717952859627044,0.08717952859627044,3,0.9992083163602176,0.34861216380203286,0.34861216380203286,12,0.9989047281629359,0.0,0.0,0,
1070.0,0.08717809014591586,0.08717809014591586,3,0.9991918295590141,0.3486064117487847,0.3486064117487847,12,0.9988882463708962,0.0,0.0,0,
1080.0,0.0871766517192955,0.0871766517192955,3,0.9991753430298407,0.3486040152886293,0.3486040152886293,12,0.9988813796128522,0.0,0.0,0,
1090.0,0.1452958578981222,0.1452958578981222,5,0.9991852345302104,0.34859922209150646,0.34859922209150646,12,0.9988676453035933,0.0,0.0,0,
1100.0,0.1743528238364665,0.1743528238364665,6,0.9991725945495551,0.3195427363009517,0.3195427363009517,11,0.998847168967362,0.0,0.0,0,
1110.0,0.23247011211313484,0.23247011211313484,8,0.9991712205927799,0.290490085104464,0.290490085104464,10,0.9988357824258246,0.0,0.0,0,
1120.0,0.203412186883536,0.203412186883536,7,0.9991753407629841,0.3485987430114208,0.3485987430114208,12,0.9988662725592877,0.0,0.0,0,
1130.0,0.20340883061014173,0.20340883061014173,7,0.9991588545058734,0.31955376060765495,0.31955376060765495,11,0.9988816294519526,0.0,0.0,0,
1140.0,0.2324662761664322,0.2324662761664322,8,0.9991547334516409,0.37765618763436976,0.37765618763436976,13,0.9988862403608445,0.0,0.0,0,
1150.0,0.23246915321745704,0.23246915321745704,8,0.9991670991986096,0.3195523228296217,0.3195523228296217,11,0.9988771351532094,0.0,0.0,0,
1160.0,0.290579729050176,0.290579729050176,10,0.9991440186970308,0.2905097369492935,0.2905097369492935,10,0.9989033543217788,0.0,0.0,0,
1170.0,0.2034078720467149,0.2034078720467149,7,0.9991541459731482,0.26145852334102676,0.26145852334102676,9,0.9989024377327362,0.0,0.0,0,
1180.0,0.29058788021345294,0.29058788021345294,10,0.9991720460685899,0.26145708557092645,0.26145708557092645,9,0.9988969447312469,0.0,0.0,0,
1190.0,0.23247155069798345,0.23247155069798345,8,0.9991774037212948,0.2905049435623701,0.2905049435623701,10,0.9988868724980486,0.0,0.0,0,
1200.0,0.17435713891063398,0.17435713891063398,6,0.9991973231645366,0.3776571456600714,0.3776571456600714,13,0.9988887743023571,0.0,0.0,0,
